Algorithm,time,n,m,scenario
binary_search,3.19480895996e-05,11882,3960,aaa
binary_search,2.31266021729e-05,5951,1983,random
binary_search,1.81198120117e-05,11902,3966,aaa
binary_search,1.90734863281e-05,5961,1986,random
binary_search,3.40938568115e-05,11922,3972,aaa
binary_search,2.50339508057e-05,5971,1990,random
binary_search,1.78813934326e-05,11942,3980,aaa
binary_search,2.69412994385e-05,5981,1993,random
binary_search,2.09808349609e-05,11962,3986,aaa
binary_search,2.31266021729e-05,5991,1996,random
binary_search,2.121925354e-05,11982,3992,aaa
binary_search,1.71661376953e-05,6001,2000,random
binary_search,2.00271606445e-05,12002,4000,aaa
binary_search,1.78813934326e-05,6011,2003,random
binary_search,2.19345092773e-05,12022,4006,aaa
binary_search,2.21729278564e-05,6021,2006,random
binary_search,2.90870666504e-05,12042,4012,aaa
binary_search,2.59876251221e-05,6031,2010,random
binary_search,1.90734863281e-05,12062,4020,aaa
binary_search,1.78813934326e-05,6041,2013,random
binary_search,2.90870666504e-05,12082,4026,aaa
binary_search,1.78813934326e-05,6051,2016,random
binary_search,3.09944152832e-05,12102,4032,aaa
binary_search,1.78813934326e-05,6061,2020,random
binary_search,2.19345092773e-05,12122,4040,aaa
binary_search,1.59740447998e-05,6071,2023,random
binary_search,1.69277191162e-05,12142,4046,aaa
binary_search,2.09808349609e-05,6081,2026,random
binary_search,2.28881835938e-05,12162,4052,aaa
binary_search,1.81198120117e-05,6091,2030,random
binary_search,2.09808349609e-05,12182,4060,aaa
binary_search,1.8835067749e-05,6101,2033,random
binary_search,2.00271606445e-05,12202,4066,aaa
binary_search,2.00271606445e-05,6111,2036,random
binary_search,2.00271606445e-05,12222,4072,aaa
binary_search,2.09808349609e-05,6121,2040,random
binary_search,1.97887420654e-05,12242,4080,aaa
binary_search,2.50339508057e-05,6131,2043,random
binary_search,2.31266021729e-05,12262,4086,aaa
binary_search,1.78813934326e-05,6141,2046,random
binary_search,2.09808349609e-05,12282,4092,aaa
binary_search,1.81198120117e-05,6151,2050,random
binary_search,2.62260437012e-05,12302,4100,aaa
binary_search,2.09808349609e-05,6161,2053,random
binary_search,3.69548797607e-05,12322,4106,aaa
binary_search,1.50203704834e-05,6171,2056,random
binary_search,1.90734863281e-05,12342,4112,aaa
binary_search,1.90734863281e-05,6181,2060,random
binary_search,2.09808349609e-05,12362,4120,aaa
binary_search,2.59876251221e-05,6191,2063,random
binary_search,3.981590271e-05,12382,4126,aaa
binary_search,2.09808349609e-05,6201,2066,random
binary_search,2.40802764893e-05,12402,4132,aaa
binary_search,1.90734863281e-05,6211,2070,random
binary_search,2.09808349609e-05,12422,4140,aaa
binary_search,2.00271606445e-05,6221,2073,random
binary_search,2.40802764893e-05,12442,4146,aaa
binary_search,2.40802764893e-05,6231,2076,random
binary_search,3.00407409668e-05,12462,4152,aaa
binary_search,1.90734863281e-05,6241,2080,random
binary_search,2.40802764893e-05,12482,4160,aaa
binary_search,2.50339508057e-05,6251,2083,random
binary_search,2.00271606445e-05,12502,4166,aaa
binary_search,1.90734863281e-05,6261,2086,random
binary_search,1.69277191162e-05,12522,4172,aaa
binary_search,2.09808349609e-05,6271,2090,random
binary_search,1.78813934326e-05,12542,4180,aaa
binary_search,1.69277191162e-05,6281,2093,random
binary_search,2.98023223877e-05,12562,4186,aaa
binary_search,2.00271606445e-05,6291,2096,random
binary_search,2.50339508057e-05,12582,4192,aaa
binary_search,1.97887420654e-05,6301,2100,random
binary_search,3.31401824951e-05,12602,4200,aaa
binary_search,2.59876251221e-05,6311,2103,random
binary_search,2.09808349609e-05,12622,4206,aaa
binary_search,2.31266021729e-05,6321,2106,random
binary_search,2.09808349609e-05,12642,4212,aaa
binary_search,1.81198120117e-05,6331,2110,random
binary_search,2.19345092773e-05,12662,4220,aaa
binary_search,2.31266021729e-05,6341,2113,random
binary_search,2.50339508057e-05,12682,4226,aaa
binary_search,1.69277191162e-05,6351,2116,random
binary_search,2.09808349609e-05,12702,4232,aaa
binary_search,1.69277191162e-05,6361,2120,random
binary_search,2.00271606445e-05,12722,4240,aaa
binary_search,1.8835067749e-05,6371,2123,random
binary_search,3.00407409668e-05,12742,4246,aaa
binary_search,2.90870666504e-05,6381,2126,random
binary_search,2.121925354e-05,12762,4252,aaa
binary_search,3.31401824951e-05,6391,2130,random
binary_search,2.28881835938e-05,12782,4260,aaa
binary_search,3.50475311279e-05,6401,2133,random
binary_search,2.19345092773e-05,12802,4266,aaa
binary_search,1.59740447998e-05,6411,2136,random
binary_search,2.00271606445e-05,12822,4272,aaa
binary_search,2.71797180176e-05,6421,2140,random
binary_search,2.59876251221e-05,12842,4280,aaa
binary_search,2.00271606445e-05,6431,2143,random
binary_search,3.09944152832e-05,12862,4286,aaa
binary_search,1.8835067749e-05,6441,2146,random
binary_search,2.19345092773e-05,12882,4292,aaa
binary_search,2.31266021729e-05,6451,2150,random
binary_search,2.28881835938e-05,12902,4300,aaa
binary_search,2.31266021729e-05,6461,2153,random
binary_search,4.00543212891e-05,12922,4306,aaa
binary_search,1.69277191162e-05,6471,2156,random
binary_search,3.91006469727e-05,12942,4312,aaa
binary_search,1.38282775879e-05,6481,2160,random
binary_search,1.59740447998e-05,12962,4320,aaa
binary_search,1.8835067749e-05,6491,2163,random
binary_search,1.90734863281e-05,12982,4326,aaa
binary_search,1.8835067749e-05,6501,2166,random
binary_search,2.31266021729e-05,13002,4332,aaa
binary_search,1.69277191162e-05,6511,2170,random
binary_search,2.90870666504e-05,13022,4340,aaa
binary_search,1.59740447998e-05,6521,2173,random
binary_search,2.09808349609e-05,13042,4346,aaa
binary_search,2.31266021729e-05,6531,2176,random
binary_search,2.28881835938e-05,13062,4352,aaa
binary_search,2.28881835938e-05,6541,2180,random
binary_search,2.50339508057e-05,13082,4360,aaa
binary_search,1.81198120117e-05,6551,2183,random
binary_search,2.09808349609e-05,13102,4366,aaa
binary_search,1.81198120117e-05,6561,2186,random
binary_search,5.57899475098e-05,13122,4372,aaa
binary_search,1.50203704834e-05,6571,2190,random
binary_search,2.00271606445e-05,13142,4380,aaa
binary_search,1.59740447998e-05,6581,2193,random
binary_search,1.97887420654e-05,13162,4386,aaa
binary_search,1.47819519043e-05,6591,2196,random
binary_search,2.71797180176e-05,13182,4392,aaa
binary_search,1.81198120117e-05,6601,2200,random
binary_search,2.31266021729e-05,13202,4400,aaa
binary_search,2.69412994385e-05,6611,2203,random
binary_search,2.38418579102e-05,13222,4406,aaa
binary_search,2.47955322266e-05,6621,2206,random
binary_search,2.59876251221e-05,13242,4412,aaa
binary_search,2.50339508057e-05,6631,2210,random
binary_search,4.19616699219e-05,13262,4420,aaa
binary_search,1.81198120117e-05,6641,2213,random
binary_search,1.90734863281e-05,13282,4426,aaa
binary_search,1.90734863281e-05,6651,2216,random
binary_search,2.00271606445e-05,13302,4432,aaa
binary_search,2.69412994385e-05,6661,2220,random
binary_search,2.00271606445e-05,13322,4440,aaa
binary_search,1.90734863281e-05,6671,2223,random
binary_search,2.09808349609e-05,13342,4446,aaa
binary_search,1.78813934326e-05,6681,2226,random
binary_search,2.90870666504e-05,13362,4452,aaa
binary_search,1.78813934326e-05,6691,2230,random
binary_search,2.21729278564e-05,13382,4460,aaa
binary_search,1.59740447998e-05,6701,2233,random
binary_search,2.90870666504e-05,13402,4466,aaa
binary_search,2.28881835938e-05,6711,2236,random
binary_search,2.00271606445e-05,13422,4472,aaa
binary_search,3.40938568115e-05,6721,2240,random
binary_search,2.40802764893e-05,13442,4480,aaa
binary_search,2.21729278564e-05,6731,2243,random
binary_search,1.78813934326e-05,13462,4486,aaa
binary_search,2.00271606445e-05,6741,2246,random
binary_search,2.90870666504e-05,13482,4492,aaa
binary_search,1.90734863281e-05,6751,2250,random
binary_search,3.60012054443e-05,13502,4500,aaa
binary_search,2.19345092773e-05,6761,2253,random
binary_search,3.00407409668e-05,13522,4506,aaa
binary_search,3.31401824951e-05,6771,2256,random
binary_search,4.10079956055e-05,13542,4512,aaa
binary_search,2.19345092773e-05,6781,2260,random
binary_search,2.00271606445e-05,13562,4520,aaa
binary_search,2.00271606445e-05,6791,2263,random
binary_search,2.31266021729e-05,13582,4526,aaa
binary_search,2.28881835938e-05,6801,2266,random
binary_search,2.31266021729e-05,13602,4532,aaa
binary_search,2.31266021729e-05,6811,2270,random
binary_search,2.38418579102e-05,13622,4540,aaa
binary_search,3.50475311279e-05,6821,2273,random
binary_search,2.09808349609e-05,13642,4546,aaa
binary_search,1.78813934326e-05,6831,2276,random
binary_search,2.09808349609e-05,13662,4552,aaa
binary_search,3.79085540771e-05,6841,2280,random
binary_search,2.50339508057e-05,13682,4560,aaa
binary_search,2.09808349609e-05,6851,2283,random
binary_search,4.00543212891e-05,13702,4566,aaa
binary_search,2.59876251221e-05,6861,2286,random
binary_search,4.98294830322e-05,13722,4572,aaa
binary_search,1.90734863281e-05,6871,2290,random
binary_search,3.19480895996e-05,13742,4580,aaa
binary_search,2.59876251221e-05,6881,2293,random
binary_search,2.38418579102e-05,13762,4586,aaa
binary_search,4.10079956055e-05,6891,2296,random
binary_search,2.28881835938e-05,13782,4592,aaa
binary_search,1.81198120117e-05,6901,2300,random
binary_search,4.31537628174e-05,13802,4600,aaa
binary_search,1.90734863281e-05,6911,2303,random
binary_search,1.81198120117e-05,13822,4606,aaa
binary_search,1.50203704834e-05,6921,2306,random
binary_search,3.00407409668e-05,13842,4612,aaa
binary_search,2.62260437012e-05,6931,2310,random
binary_search,3.40938568115e-05,13862,4620,aaa
binary_search,2.09808349609e-05,6941,2313,random
binary_search,4.10079956055e-05,13882,4626,aaa
binary_search,2.09808349609e-05,6951,2316,random
binary_search,1.90734863281e-05,13902,4632,aaa
binary_search,1.78813934326e-05,6961,2320,random
binary_search,2.09808349609e-05,13922,4640,aaa
binary_search,1.97887420654e-05,6971,2323,random
binary_search,2.62260437012e-05,13942,4646,aaa
binary_search,1.90734863281e-05,6981,2326,random
binary_search,2.09808349609e-05,13962,4652,aaa
binary_search,1.59740447998e-05,6991,2330,random
binary_search,1.90734863281e-05,13982,4660,aaa
binary_search,1.59740447998e-05,7001,2333,random
binary_search,3.09944152832e-05,14002,4666,aaa
binary_search,1.4066696167e-05,7011,2336,random
binary_search,2.00271606445e-05,14022,4672,aaa
binary_search,2.00271606445e-05,7021,2340,random
binary_search,2.09808349609e-05,14042,4680,aaa
binary_search,1.90734863281e-05,7031,2343,random
binary_search,1.8835067749e-05,14062,4686,aaa
binary_search,2.19345092773e-05,7041,2346,random
binary_search,1.62124633789e-05,14082,4692,aaa
binary_search,1.81198120117e-05,7051,2350,random
binary_search,2.00271606445e-05,14102,4700,aaa
binary_search,1.90734863281e-05,7061,2353,random
binary_search,2.09808349609e-05,14122,4706,aaa
binary_search,1.69277191162e-05,7071,2356,random
binary_search,2.00271606445e-05,14142,4712,aaa
binary_search,1.69277191162e-05,7081,2360,random
binary_search,1.90734863281e-05,14162,4720,aaa
binary_search,1.28746032715e-05,7091,2363,random
binary_search,1.78813934326e-05,14182,4726,aaa
binary_search,1.78813934326e-05,7101,2366,random
binary_search,2.21729278564e-05,14202,4732,aaa
binary_search,2.19345092773e-05,7111,2370,random
binary_search,2.40802764893e-05,14222,4740,aaa
binary_search,2.00271606445e-05,7121,2373,random
binary_search,2.21729278564e-05,14242,4746,aaa
binary_search,1.78813934326e-05,7131,2376,random
binary_search,3.09944152832e-05,14262,4752,aaa
binary_search,1.69277191162e-05,7141,2380,random
binary_search,2.09808349609e-05,14282,4760,aaa
binary_search,3.38554382324e-05,7151,2383,random
binary_search,3.79085540771e-05,14302,4766,aaa
binary_search,1.81198120117e-05,7161,2386,random
binary_search,2.09808349609e-05,14322,4772,aaa
binary_search,1.59740447998e-05,7171,2390,random
binary_search,3.19480895996e-05,14342,4780,aaa
binary_search,1.90734863281e-05,7181,2393,random
binary_search,2.28881835938e-05,14362,4786,aaa
binary_search,1.19209289551e-05,7191,2396,random
binary_search,1.50203704834e-05,14382,4792,aaa
binary_search,1.62124633789e-05,7201,2400,random
binary_search,2.21729278564e-05,14402,4800,aaa
binary_search,1.50203704834e-05,7211,2403,random
binary_search,1.90734863281e-05,14422,4806,aaa
binary_search,1.59740447998e-05,7221,2406,random
binary_search,2.09808349609e-05,14442,4812,aaa
binary_search,1.71661376953e-05,7231,2410,random
binary_search,2.09808349609e-05,14462,4820,aaa
binary_search,1.81198120117e-05,7241,2413,random
binary_search,3.81469726562e-05,14482,4826,aaa
binary_search,3.81469726562e-05,7251,2416,random
binary_search,3.19480895996e-05,14502,4832,aaa
binary_search,2.19345092773e-05,7261,2420,random
binary_search,2.40802764893e-05,14522,4840,aaa
binary_search,2.00271606445e-05,7271,2423,random
binary_search,2.21729278564e-05,14542,4846,aaa
binary_search,2.09808349609e-05,7281,2426,random
binary_search,2.78949737549e-05,14562,4852,aaa
binary_search,2.00271606445e-05,7291,2430,random
binary_search,2.69412994385e-05,14582,4860,aaa
binary_search,4.57763671875e-05,7301,2433,random
binary_search,2.59876251221e-05,14602,4866,aaa
binary_search,1.59740447998e-05,7311,2436,random
binary_search,2.40802764893e-05,14622,4872,aaa
binary_search,1.69277191162e-05,7321,2440,random
binary_search,2.28881835938e-05,14642,4880,aaa
binary_search,3.60012054443e-05,7331,2443,random
binary_search,2.59876251221e-05,14662,4886,aaa
binary_search,2.40802764893e-05,7341,2446,random
binary_search,2.31266021729e-05,14682,4892,aaa
binary_search,3.40938568115e-05,7351,2450,random
binary_search,2.09808349609e-05,14702,4900,aaa
binary_search,1.50203704834e-05,7361,2453,random
binary_search,1.97887420654e-05,14722,4906,aaa
binary_search,1.59740447998e-05,7371,2456,random
binary_search,2.00271606445e-05,14742,4912,aaa
binary_search,1.71661376953e-05,7381,2460,random
binary_search,2.28881835938e-05,14762,4920,aaa
binary_search,3.09944152832e-05,7391,2463,random
binary_search,2.38418579102e-05,14782,4926,aaa
binary_search,1.69277191162e-05,7401,2466,random
binary_search,1.90734863281e-05,14802,4932,aaa
binary_search,1.69277191162e-05,7411,2470,random
binary_search,1.90734863281e-05,14822,4940,aaa
binary_search,1.69277191162e-05,7421,2473,random
binary_search,1.8835067749e-05,14842,4946,aaa
binary_search,1.69277191162e-05,7431,2476,random
binary_search,2.09808349609e-05,14862,4952,aaa
binary_search,1.59740447998e-05,7441,2480,random
binary_search,2.00271606445e-05,14882,4960,aaa
binary_search,1.71661376953e-05,7451,2483,random
binary_search,2.00271606445e-05,14902,4966,aaa
binary_search,1.69277191162e-05,7461,2486,random
binary_search,2.59876251221e-05,14922,4972,aaa
binary_search,1.69277191162e-05,7471,2490,random
binary_search,2.09808349609e-05,14942,4980,aaa
binary_search,1.81198120117e-05,7481,2493,random
binary_search,2.28881835938e-05,14962,4986,aaa
binary_search,3.88622283936e-05,7491,2496,random
binary_search,2.69412994385e-05,14982,4992,aaa
binary_search,2.19345092773e-05,7501,2500,random
binary_search,2.40802764893e-05,15002,5000,aaa
binary_search,2.28881835938e-05,7511,2503,random
binary_search,2.69412994385e-05,15022,5006,aaa
binary_search,2.40802764893e-05,7521,2506,random
binary_search,4.79221343994e-05,15042,5012,aaa
binary_search,1.90734863281e-05,7531,2510,random
binary_search,2.31266021729e-05,15062,5020,aaa
binary_search,2.78949737549e-05,7541,2513,random
binary_search,2.00271606445e-05,15082,5026,aaa
binary_search,2.09808349609e-05,7551,2516,random
binary_search,2.78949737549e-05,15102,5032,aaa
binary_search,2.69412994385e-05,7561,2520,random
binary_search,2.40802764893e-05,15122,5040,aaa
binary_search,2.00271606445e-05,7571,2523,random
binary_search,3.50475311279e-05,15142,5046,aaa
binary_search,2.31266021729e-05,7581,2526,random
binary_search,2.40802764893e-05,15162,5052,aaa
binary_search,1.38282775879e-05,7591,2530,random
binary_search,1.59740447998e-05,15182,5060,aaa
binary_search,2.121925354e-05,7601,2533,random
binary_search,4.29153442383e-05,15202,5066,aaa
binary_search,1.69277191162e-05,7611,2536,random
binary_search,2.09808349609e-05,15222,5072,aaa
binary_search,1.69277191162e-05,7621,2540,random
binary_search,2.69412994385e-05,15242,5080,aaa
binary_search,1.69277191162e-05,7631,2543,random
binary_search,1.8835067749e-05,15262,5086,aaa
binary_search,1.59740447998e-05,7641,2546,random
binary_search,2.00271606445e-05,15282,5092,aaa
binary_search,1.71661376953e-05,7651,2550,random
binary_search,2.00271606445e-05,15302,5100,aaa
binary_search,1.69277191162e-05,7661,2553,random
binary_search,2.31266021729e-05,15322,5106,aaa
binary_search,1.69277191162e-05,7671,2556,random
binary_search,2.00271606445e-05,15342,5112,aaa
binary_search,1.69277191162e-05,7681,2560,random
binary_search,2.40802764893e-05,15362,5120,aaa
binary_search,1.69277191162e-05,7691,2563,random
binary_search,2.31266021729e-05,15382,5126,aaa
binary_search,1.69277191162e-05,7701,2566,random
binary_search,4.10079956055e-05,15402,5132,aaa
binary_search,1.59740447998e-05,7711,2570,random
binary_search,2.19345092773e-05,15422,5140,aaa
binary_search,1.59740447998e-05,7721,2573,random
binary_search,2.121925354e-05,15442,5146,aaa
binary_search,2.50339508057e-05,7731,2576,random
binary_search,2.21729278564e-05,15462,5152,aaa
binary_search,1.78813934326e-05,7741,2580,random
binary_search,2.00271606445e-05,15482,5160,aaa
binary_search,1.81198120117e-05,7751,2583,random
binary_search,2.09808349609e-05,15502,5166,aaa
binary_search,1.78813934326e-05,7761,2586,random
binary_search,1.90734863281e-05,15522,5172,aaa
binary_search,1.59740447998e-05,7771,2590,random
binary_search,3.09944152832e-05,15542,5180,aaa
binary_search,1.59740447998e-05,7781,2593,random
binary_search,2.09808349609e-05,15562,5186,aaa
binary_search,2.69412994385e-05,7791,2596,random
binary_search,2.19345092773e-05,15582,5192,aaa
binary_search,2.50339508057e-05,7801,2600,random
binary_search,2.59876251221e-05,15602,5200,aaa
binary_search,1.8835067749e-05,7811,2603,random
binary_search,2.09808349609e-05,15622,5206,aaa
binary_search,2.09808349609e-05,7821,2606,random
binary_search,2.69412994385e-05,15642,5212,aaa
binary_search,2.40802764893e-05,7831,2610,random
binary_search,3.71932983398e-05,15662,5220,aaa
binary_search,2.78949737549e-05,7841,2613,random
binary_search,2.19345092773e-05,15682,5226,aaa
binary_search,1.78813934326e-05,7851,2616,random
binary_search,2.28881835938e-05,15702,5232,aaa
binary_search,1.8835067749e-05,7861,2620,random
binary_search,2.31266021729e-05,15722,5240,aaa
binary_search,1.69277191162e-05,7871,2623,random
binary_search,2.09808349609e-05,15742,5246,aaa
binary_search,1.71661376953e-05,7881,2626,random
binary_search,2.90870666504e-05,15762,5252,aaa
binary_search,1.81198120117e-05,7891,2630,random
binary_search,3.91006469727e-05,15782,5260,aaa
binary_search,2.00271606445e-05,7901,2633,random
binary_search,2.31266021729e-05,15802,5266,aaa
binary_search,2.31266021729e-05,7911,2636,random
binary_search,2.40802764893e-05,15822,5272,aaa
binary_search,2.19345092773e-05,7921,2640,random
binary_search,2.8133392334e-05,15842,5280,aaa
binary_search,4.00543212891e-05,7931,2643,random
binary_search,2.19345092773e-05,15862,5286,aaa
binary_search,2.121925354e-05,7941,2646,random
binary_search,2.21729278564e-05,15882,5292,aaa
binary_search,1.78813934326e-05,7951,2650,random
binary_search,2.09808349609e-05,15902,5300,aaa
binary_search,1.78813934326e-05,7961,2653,random
binary_search,2.38418579102e-05,15922,5306,aaa
binary_search,1.97887420654e-05,7971,2656,random
binary_search,2.21729278564e-05,15942,5312,aaa
binary_search,2.59876251221e-05,7981,2660,random
binary_search,3.91006469727e-05,15962,5320,aaa
binary_search,3.00407409668e-05,7991,2663,random
binary_search,3.09944152832e-05,15982,5326,aaa
binary_search,3.09944152832e-05,8001,2666,random
binary_search,2.50339508057e-05,16002,5332,aaa
binary_search,2.90870666504e-05,8011,2670,random
binary_search,2.28881835938e-05,16022,5340,aaa
binary_search,2.69412994385e-05,8021,2673,random
binary_search,2.09808349609e-05,16042,5346,aaa
binary_search,2.40802764893e-05,8031,2676,random
binary_search,2.90870666504e-05,16062,5352,aaa
binary_search,5.10215759277e-05,8041,2680,random
binary_search,2.28881835938e-05,16082,5360,aaa
binary_search,3.40938568115e-05,8051,2683,random
binary_search,2.40802764893e-05,16102,5366,aaa
binary_search,1.81198120117e-05,8061,2686,random
binary_search,2.09808349609e-05,16122,5372,aaa
binary_search,2.19345092773e-05,8071,2690,random
binary_search,2.28881835938e-05,16142,5380,aaa
binary_search,3.91006469727e-05,8081,2693,random
binary_search,2.09808349609e-05,16162,5386,aaa
binary_search,1.78813934326e-05,8091,2696,random
binary_search,2.69412994385e-05,16182,5392,aaa
binary_search,2.21729278564e-05,8101,2700,random
binary_search,2.19345092773e-05,16202,5400,aaa
binary_search,2.40802764893e-05,8111,2703,random
binary_search,2.19345092773e-05,16222,5406,aaa
binary_search,4.19616699219e-05,8121,2706,random
binary_search,2.21729278564e-05,16242,5412,aaa
binary_search,1.8835067749e-05,8131,2710,random
binary_search,2.28881835938e-05,16262,5420,aaa
binary_search,2.40802764893e-05,8141,2713,random
binary_search,2.21729278564e-05,16282,5426,aaa
binary_search,2.78949737549e-05,8151,2716,random
binary_search,2.40802764893e-05,16302,5432,aaa
binary_search,2.00271606445e-05,8161,2720,random
binary_search,2.09808349609e-05,16322,5440,aaa
binary_search,1.90734863281e-05,8171,2723,random
binary_search,2.19345092773e-05,16342,5446,aaa
binary_search,2.00271606445e-05,8181,2726,random
binary_search,2.19345092773e-05,16362,5452,aaa
binary_search,1.69277191162e-05,8191,2730,random
binary_search,1.97887420654e-05,16382,5460,aaa
binary_search,2.88486480713e-05,8201,2733,random
binary_search,2.19345092773e-05,16402,5466,aaa
binary_search,1.97887420654e-05,8211,2736,random
binary_search,2.40802764893e-05,16422,5472,aaa
binary_search,3.09944152832e-05,8221,2740,random
binary_search,2.59876251221e-05,16442,5480,aaa
binary_search,1.81198120117e-05,8231,2743,random
binary_search,2.09808349609e-05,16462,5486,aaa
binary_search,2.00271606445e-05,8241,2746,random
binary_search,2.09808349609e-05,16482,5492,aaa
binary_search,2.00271606445e-05,8251,2750,random
binary_search,2.21729278564e-05,16502,5500,aaa
binary_search,1.8835067749e-05,8261,2753,random
binary_search,2.09808349609e-05,16522,5506,aaa
binary_search,1.97887420654e-05,8271,2756,random
binary_search,2.09808349609e-05,16542,5512,aaa
binary_search,1.8835067749e-05,8281,2760,random
binary_search,2.28881835938e-05,16562,5520,aaa
binary_search,2.09808349609e-05,8291,2763,random
binary_search,2.09808349609e-05,16582,5526,aaa
binary_search,2.00271606445e-05,8301,2766,random
binary_search,2.31266021729e-05,16602,5532,aaa
binary_search,2.00271606445e-05,8311,2770,random
binary_search,3.31401824951e-05,16622,5540,aaa
binary_search,1.78813934326e-05,8321,2773,random
binary_search,2.21729278564e-05,16642,5546,aaa
binary_search,1.81198120117e-05,8331,2776,random
binary_search,2.31266021729e-05,16662,5552,aaa
binary_search,1.78813934326e-05,8341,2780,random
binary_search,1.8835067749e-05,16682,5560,aaa
binary_search,1.8835067749e-05,8351,2783,random
binary_search,2.19345092773e-05,16702,5566,aaa
binary_search,3.00407409668e-05,8361,2786,random
binary_search,2.38418579102e-05,16722,5572,aaa
binary_search,1.8835067749e-05,8371,2790,random
binary_search,2.69412994385e-05,16742,5580,aaa
binary_search,1.90734863281e-05,8381,2793,random
binary_search,3.00407409668e-05,16762,5586,aaa
binary_search,2.00271606445e-05,8391,2796,random
binary_search,2.38418579102e-05,16782,5592,aaa
binary_search,2.19345092773e-05,8401,2800,random
binary_search,2.09808349609e-05,16802,5600,aaa
binary_search,2.00271606445e-05,8411,2803,random
binary_search,2.09808349609e-05,16822,5606,aaa
binary_search,2.00271606445e-05,8421,2806,random
binary_search,2.38418579102e-05,16842,5612,aaa
binary_search,1.81198120117e-05,8431,2810,random
binary_search,2.28881835938e-05,16862,5620,aaa
binary_search,1.59740447998e-05,8441,2813,random
binary_search,1.78813934326e-05,16882,5626,aaa
binary_search,2.00271606445e-05,8451,2816,random
binary_search,2.40802764893e-05,16902,5632,aaa
binary_search,1.81198120117e-05,8461,2820,random
binary_search,2.00271606445e-05,16922,5640,aaa
binary_search,1.90734863281e-05,8471,2823,random
binary_search,2.40802764893e-05,16942,5646,aaa
binary_search,2.09808349609e-05,8481,2826,random
binary_search,2.28881835938e-05,16962,5652,aaa
binary_search,2.00271606445e-05,8491,2830,random
binary_search,2.31266021729e-05,16982,5660,aaa
binary_search,1.81198120117e-05,8501,2833,random
binary_search,2.09808349609e-05,17002,5666,aaa
binary_search,1.78813934326e-05,8511,2836,random
binary_search,2.71797180176e-05,17022,5672,aaa
binary_search,2.69412994385e-05,8521,2840,random
binary_search,2.21729278564e-05,17042,5680,aaa
binary_search,2.00271606445e-05,8531,2843,random
binary_search,3.00407409668e-05,17062,5686,aaa
binary_search,1.90734863281e-05,8541,2846,random
binary_search,2.28881835938e-05,17082,5692,aaa
binary_search,1.90734863281e-05,8551,2850,random
binary_search,2.00271606445e-05,17102,5700,aaa
binary_search,1.69277191162e-05,8561,2853,random
binary_search,2.00271606445e-05,17122,5706,aaa
binary_search,1.8835067749e-05,8571,2856,random
binary_search,2.28881835938e-05,17142,5712,aaa
binary_search,1.90734863281e-05,8581,2860,random
binary_search,2.21729278564e-05,17162,5720,aaa
binary_search,2.09808349609e-05,8591,2863,random
binary_search,3.21865081787e-05,17182,5726,aaa
binary_search,2.21729278564e-05,8601,2866,random
binary_search,2.38418579102e-05,17202,5732,aaa
binary_search,1.8835067749e-05,8611,2870,random
binary_search,7.10487365723e-05,17222,5740,aaa
binary_search,2.90870666504e-05,8621,2873,random
binary_search,2.19345092773e-05,17242,5746,aaa
binary_search,2.00271606445e-05,8631,2876,random
binary_search,2.59876251221e-05,17262,5752,aaa
binary_search,1.81198120117e-05,8641,2880,random
binary_search,2.09808349609e-05,17282,5760,aaa
binary_search,1.90734863281e-05,8651,2883,random
binary_search,2.38418579102e-05,17302,5766,aaa
binary_search,1.81198120117e-05,8661,2886,random
binary_search,2.19345092773e-05,17322,5772,aaa
binary_search,1.78813934326e-05,8671,2890,random
binary_search,2.19345092773e-05,17342,5780,aaa
binary_search,3.19480895996e-05,8681,2893,random
binary_search,2.50339508057e-05,17362,5786,aaa
binary_search,1.90734863281e-05,8691,2896,random
binary_search,2.47955322266e-05,17382,5792,aaa
binary_search,1.90734863281e-05,8701,2900,random
binary_search,2.09808349609e-05,17402,5800,aaa
binary_search,2.19345092773e-05,8711,2903,random
binary_search,2.09808349609e-05,17422,5806,aaa
binary_search,2.09808349609e-05,8721,2906,random
binary_search,2.00271606445e-05,17442,5812,aaa
binary_search,2.09808349609e-05,8731,2910,random
binary_search,4.60147857666e-05,17462,5820,aaa
binary_search,2.09808349609e-05,8741,2913,random
binary_search,2.47955322266e-05,17482,5826,aaa
binary_search,2.00271606445e-05,8751,2916,random
binary_search,2.19345092773e-05,17502,5832,aaa
binary_search,1.97887420654e-05,8761,2920,random
binary_search,2.21729278564e-05,17522,5840,aaa
binary_search,1.71661376953e-05,8771,2923,random
binary_search,2.00271606445e-05,17542,5846,aaa
binary_search,2.90870666504e-05,8781,2926,random
binary_search,4.10079956055e-05,17562,5852,aaa
binary_search,2.09808349609e-05,8791,2930,random
binary_search,4.29153442383e-05,17582,5860,aaa
binary_search,1.8835067749e-05,8801,2933,random
binary_search,2.38418579102e-05,17602,5866,aaa
binary_search,1.78813934326e-05,8811,2936,random
binary_search,2.09808349609e-05,17622,5872,aaa
binary_search,2.00271606445e-05,8821,2940,random
binary_search,2.31266021729e-05,17642,5880,aaa
binary_search,2.00271606445e-05,8831,2943,random
binary_search,2.98023223877e-05,17662,5886,aaa
binary_search,1.81198120117e-05,8841,2946,random
binary_search,2.09808349609e-05,17682,5892,aaa
binary_search,1.90734863281e-05,8851,2950,random
